Date,account_entry,Particulars,Vch  Type,Vch  No.,Debit,Credit
2017-11-10,Dr,General  Drawings,Payment,751.0,0.0,25000.0
2017-11-14,Cr,Compassites  Software  Solutions  Pvt  Ltd.,Receipt,104.0,124054.0,0.0
2017-11-14,Cr,KPI  Partners  India  Private.Limited.,Receipt,105.0,30658.0,0.0
2017-11-14,Dr,Samruddhi  Facility  Management  &  Services,Payment,752.0,0.0,33123.0
2017-11-14,Dr,Employee  Contribution  to  ESI,Payment,753.0,0.0,31536.0
2017-11-14,Dr,Employee  Contribution  to  Provident  Fund,Payment,754.0,0.0,235036.0
2017-11-15,Cr,NDVOR  IT  SOLUTIONS  PRIVATE  LIMITED,Receipt,106.0,46653.64,0.0
2017-11-15,Cr,IonIdea  Interactive  Private  Limited,Receipt,107.0,91337.0,0.0
2017-11-15,Dr,Electricity  /  Water  &  Utility  Charges,Payment,755.0,0.0,7625.0
2017-11-16,Cr,Income  Tax  Refund  Due  [  Prior  to  FY  15-16],Receipt,108.0,543890.0,0.0
2017-11-16,Cr,COOKIE  ANALYTIX  PRIVATE  LIMITED,Receipt,109.0,952256.0,0.0
2017-11-16,Dr,Office  Expenses,Payment,756.0,0.0,10000.0
2017-11-16,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,757.0,0.0,59243.0
2017-11-16,Dr,General  Drawings,Payment,758.0,0.0,30000.0
2017-11-17,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,110.0,11880.0,0.0
2017-11-18,Dr,Electronic  Cash  Ledger,Payment,759.0,0.0,430000.0
2017-11-20,Dr,Electricity  /  Water  &  Utility  Charges,Payment,760.0,0.0,986.0
2017-11-21,Cr,Fintellix  Solutions  Pvt.  Ltd  (Formerly  ICreate)_x000D_ 
,Receipt,111.0,885772.0,0.0
2017-11-21,Cr,Debtors  (Transfer),Receipt,112.0,10115.8,0.0
2017-11-21,Cr,RPS  Consulting  Private  Limited,Receipt,113.0,113686.0,0.0
2017-11-21,Dr,Office  Expenses,Payment,761.0,0.0,35000.0
2017-11-21,Dr,Office  Expenses,Payment,762.0,0.0,15000.0
2017-11-22,Dr,Telephone  and  Internet  Expenses,Payment,763.0,0.0,1115.0
2017-11-23,Dr,Office  Expenses,Payment,764.0,0.0,4500.0
2017-11-24,Cr,NDVOR  IT  SOLUTIONS  PRIVATE  LIMITED,Receipt,114.0,29700.0,0.0
2017-11-24,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,115.0,40319.0,0.0
2017-11-24,Cr,Income  Tax  Refund  Due  [  Prior  to  FY  15-16],Receipt,116.0,23370.0,0.0
2017-11-27,Dr,Credit  Card  Payout,Payment,765.0,0.0,45000.0
2017-11-29,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,117.0,121412.42,0.0
2017-11-29,Cr,IonIdea  Interactive  Private  Limited,Receipt,118.0,85536.0,0.0
2017-11-30,Cr,Covalense  Technologies,Receipt,119.0,81000.0,0.0
2017-11-30,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,120.0,153812.52,0.0
2017-11-30,Dr,Credit  Card  Payout,Payment,766.0,0.0,45000.0
2017-11-30,Dr,General  Drawings,Payment,767.0,0.0,9000.0
2017-12-01,Dr,Travelling  Expenses,Payment,768.0,0.0,6805.0
2017-12-01,Dr,Unsecured  Kotak  Loan,Payment,769.0,0.0,75613.0
2017-12-01,Dr,Salary  Payable,Payment,770.0,0.0,1939629.0
2017-12-01,Dr,Interest  on  Overdraft,Payment,771.0,0.0,4081.0
2017-12-01,Dr,Interest  on  Overdraft,Payment,772.0,0.0,697.0
2017-12-03,Dr,Travelling  Expenses,Payment,773.0,0.0,14111.0
2017-12-04,Dr,Travelling  Expenses,Payment,774.0,0.0,3038.0
2017-12-04,Dr,Travelling  Expenses,Payment,775.0,0.0,5443.0
2017-12-04,Dr,Travelling  Expenses,Payment,776.0,0.0,10858.0
2017-12-04,Dr,Travelling  Expenses,Payment,777.0,0.0,4667.0
2017-12-04,Cr,Income  Tax  Refund  Due  FY  16-17,Receipt,121.0,459450.0,0.0
2017-12-06,Dr,Telephone  and  Internet  Expenses,Payment,778.0,0.0,30000.0
2017-12-06,Dr,Office  Expenses,Payment,779.0,0.0,15000.0
2017-12-06,Dr,Intsol  Consultants  Private  Limited_x000D_ 
,Payment,780.0,0.0,54000.0
2017-12-06,Dr,March31st  Consulting  LLP,Payment,781.0,0.0,97200.0
2017-12-07,Dr,TDS  on  Salary  (192),Payment,782.0,0.0,67076.0
2017-12-07,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,122.0,44280.0,0.0
2017-12-07,Cr,KPI  Partners  India  Private.Limited.,Receipt,123.0,70200.0,0.0
2017-12-08,Cr,KPI  Partners  India  Private.Limited.,Receipt,124.0,39542.0,0.0
2017-12-10,Dr,Apartment  EMI,Payment,783.0,0.0,25000.0
2017-12-13,Dr,Apartment  EMI,Payment,784.0,0.0,23000.0
2017-12-13,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,125.0,113400.0,0.0
2017-12-14,Dr,Employee  Contribution  to  Provident  Fund,Payment,785.0,0.0,253925.0
2017-12-14,Cr,Fintellix  Solutions  Pvt.  Ltd  (Formerly  ICreate)_x000D_ 
,Receipt,126.0,1041992.0,0.0
2017-12-14,Cr,Compassites  Software  Solutions  Pvt  Ltd.,Receipt,127.0,175706.0,0.0
2017-12-15,Dr,Electricity  /  Water  &  Utility  Charges,Payment,786.0,0.0,8908.0
2017-12-15,Dr,Intsol  Consultants  Private  Limited_x000D_ 
,Payment,787.0,0.0,54000.0
2017-12-15,Dr,Samruddhi  Facility  Management  &  Services,Payment,788.0,0.0,33123.0
2017-12-15,Dr,Employers  Contribution  to  ESI  (Including  Admin),Payment,789.0,0.0,38654.0
2017-12-15,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,790.0,0.0,59243.0
2017-12-15,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,128.0,40412.0,0.0
2017-12-18,Dr,Electronic  Cash  Ledger,Payment,791.0,0.0,500000.0
2017-12-18,Dr,General  Drawings,Payment,792.0,0.0,39000.0
2017-12-18,Cr,COOKIE  ANALYTIX  PRIVATE  LIMITED,Receipt,129.0,826926.3,0.0
2017-12-20,Dr,Electricity  /  Water  &  Utility  Charges,Payment,793.0,0.0,760.0
2017-12-20,Dr,General  Drawings,Payment,794.0,0.0,27500.0
2017-12-20,Dr,Deepthi  Professional  Charges  Payable,Payment,795.0,0.0,75000.0
2017-12-22,Dr,Office  Expenses,Payment,796.0,0.0,1115.0
2017-12-26,Dr,Credit  Card  Payout,Payment,797.0,0.0,40000.0
2017-12-26,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,130.0,119340.0,0.0
2017-12-28,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,131.0,81000.0,0.0
2017-12-28,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,132.0,204120.0,0.0
2017-12-30,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,133.0,36406.0,0.0
2018-01-01,Dr,Unsecured  Kotak  Loan,Payment,798.0,0.0,75613.0
2018-01-01,Dr,General  Drawings,Payment,799.0,0.0,20000.0
2018-01-03,Dr,Salary  Payable,Payment,800.0,0.0,2248633.0
2018-01-05,Dr,Office  Expenses,Payment,801.0,0.0,35000.0
2018-01-05,Dr,Office  Expenses,Payment,802.0,0.0,20000.0
2018-01-05,Cr,IonIdea  Interactive  Private  Limited,Receipt,134.0,63504.0,0.0
2018-01-05,Cr,Income  Tax  Refund  Due  [  Prior  to  FY  15-16],Receipt,135.0,172000.0,0.0
2018-01-05,Dr,Apartment  EMI,Payment,803.0,0.0,20000.0
2018-01-06,Dr,General  Drawings,Payment,804.0,0.0,6958.0
2018-01-08,Dr,Travelling  Expenses,Payment,805.0,0.0,1020.0
2018-01-08,Dr,TDS  on  Salary  (192),Payment,806.0,0.0,78797.0
2018-01-09,Cr,Data  Semantics  Private  Limited,Receipt,136.0,250000.0,0.0
2018-01-09,Cr,Aprameyah  Technologies  -  Old,Receipt,137.0,54000.0,0.0
2018-01-10,Dr,Monster.Com  India  Pvt  Ltd,Payment,807.0,0.0,31050.0
2018-01-10,Dr,Travelling  Expenses,Payment,808.0,0.0,7354.0
2018-01-10,Cr,RPS  Consulting  Private  Limited,Receipt,138.0,112818.0,0.0
2018-01-10,Cr,KPI  Partners  India  Private.Limited.,Receipt,139.0,70200.0,0.0
2018-01-12,Dr,Office  Expenses,Payment,809.0,0.0,35000.0
2018-01-12,Dr,Utkrusht  Software  Technologies  Pvt  Ltd,Payment,810.0,0.0,23762.0
2018-01-12,Dr,Dawn  Associates,Payment,811.0,0.0,8100.0
2018-01-12,Dr,Adamma  Technologies  Ltd,Payment,812.0,0.0,3294.0
2018-01-12,Dr,Samruddhi  Facility  Management  &  Services,Payment,813.0,0.0,33123.0
2018-01-12,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,814.0,0.0,59243.0
2018-01-12,Dr,Anusree  Enterprises,Payment,815.0,0.0,6300.0
2018-01-12,Dr,Employee  Contribution  to  ESI,Payment,816.0,0.0,46546.0
2018-01-12,Dr,Employee  Contribution  to  Provident  Fund,Payment,817.0,0.0,292164.0
2018-01-12,Cr,Harman  Connected  Services  Corp  India  Private  Ltd,Receipt,140.0,771078.68,0.0
2018-01-12,Cr,Fintellix  Solutions  Pvt.  Ltd  (Formerly  ICreate)_x000D_ 
,Receipt,141.0,958063.0,0.0
2018-01-15,Cr,IonIdea  Interactive  Private  Limited,Receipt,142.0,127872.0,0.0
2018-01-16,Dr,Electricity  /  Water  &  Utility  Charges,Payment,818.0,0.0,8093.0
2018-01-16,Dr,Credit  Card  Payout,Payment,819.0,0.0,45000.0
2018-01-16,Cr,Convergytics  Solution  Pvt  Ltd,Receipt,143.0,183600.0,0.0
2018-01-17,Dr,Electronic  Cash  Ledger,Payment,820.0,0.0,500000.0
2018-01-18,Dr,Electronic  Cash  Ledger,Payment,821.0,0.0,138549.0
2018-01-19,Dr,Electricity  /  Water  &  Utility  Charges,Payment,822.0,0.0,749.0
2018-01-19,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,144.0,41760.0,0.0
2018-01-19,Cr,Collabera  Technologies  Private  Limited,Receipt,145.0,326943.0,0.0
2018-01-20,Cr,Compassites  Software  Solutions  Pvt  Ltd.,Receipt,146.0,136174.0,0.0
2018-01-21,Dr,Telephone  and  Internet  Expenses,Payment,823.0,0.0,1115.0
2018-01-22,Dr,General  Drawings,Payment,824.0,0.0,25000.0
2018-01-22,Dr,Office  Expenses,Payment,825.0,0.0,25000.0
2018-01-22,Cr,Harman  Connected  Services  Corp  India  Private  Ltd,Receipt,147.0,488160.0,0.0
2018-01-24,Cr,Covalense  Technologies  -  ISD,Receipt,148.0,81000.0,0.0
2018-01-25,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,149.0,52317.56,0.0
2018-01-27,Dr,Computers,Payment,826.0,0.0,65000.0
2018-01-29,Dr,Subscription  Charges,Payment,827.0,0.0,250.0
2018-01-29,Cr,Harman  Connected  Services  Corp  India  Private  Ltd,Receipt,150.0,41020.0,0.0
2018-01-30,Dr,Telephone  and  Internet  Expenses,Payment,828.0,0.0,3000.0
2018-01-30,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,151.0,216000.0,0.0
2018-01-31,Dr,Interest  on  Overdraft,Payment,829.0,0.0,2786.0
2018-02-01,Dr,Unsecured  Kotak  Loan,Payment,830.0,0.0,75613.0
2018-02-01,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,152.0,354656.0,0.0
2018-02-02,Dr,Salary  Payable,Payment,831.0,0.0,2402648.0
2018-02-03,Dr,Office  Expenses,Payment,832.0,0.0,2500.0
2018-02-03,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,153.0,22993.2,0.0
2018-02-06,Dr,Office  Expenses,Payment,833.0,0.0,30000.0
2018-02-06,Dr,Office  Expenses,Payment,834.0,0.0,25000.0
2018-02-07,Dr,TDS  on  Salary  (192),Payment,835.0,0.0,83036.0
2018-02-08,Dr,Deepthi  Professional  Charges  Payable,Payment,836.0,0.0,60000.0
2018-02-09,Dr,Apartment  EMI,Payment,837.0,0.0,20000.0
2018-02-09,Cr,Collabera  Technologies  Private  Limited,Receipt,154.0,1018633.04,0.0
2018-02-12,Cr,KPI  Partners  India  Private.Limited.,Receipt,155.0,70200.0,0.0
2018-02-13,Dr,Employee  Contribution  to  Provident  Fund,Payment,838.0,0.0,307436.0
2018-02-13,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,156.0,169560.0,0.0
2018-02-13,Cr,Compassites  Software  Solutions  Pvt  Ltd.,Receipt,157.0,85217.0,0.0
2018-02-14,Dr,Credit  Card  Payout,Payment,839.0,0.0,25000.0
2018-02-14,Dr,Samruddhi  Facility  Management  &  Services,Payment,840.0,0.0,33123.0
2018-02-14,Dr,Employee  Contribution  to  ESI,Payment,841.0,0.0,51461.0
2018-02-14,Cr,Data  Semantics  Private  Limited,Receipt,158.0,200000.0,0.0
2018-02-14,Cr,Collabera  Technologies  Private  Limited,Receipt,159.0,144326.9,0.0
2018-02-15,Dr,Computers,Payment,842.0,0.0,70200.0
2018-02-15,Dr,Electricity  /  Water  &  Utility  Charges,Payment,843.0,0.0,8642.0
2018-02-15,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,160.0,59400.0,0.0
2018-02-16,Dr,Electronic  Cash  Ledger,Payment,844.0,0.0,500000.0
2018-02-16,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,845.0,0.0,59243.0
2018-02-17,Dr,General  Drawings,Payment,846.0,0.0,200000.0
2018-02-17,Cr,COOKIE  ANALYTIX  PRIVATE  LIMITED,Receipt,161.0,740067.0,0.0
2018-02-17,Cr,Fintellix  Solutions  Pvt.  Ltd  (Formerly  ICreate)_x000D_ 
,Receipt,162.0,1058230.0,0.0
2018-02-20,Dr,Electronic  Cash  Ledger,Payment,847.0,0.0,59087.0
2018-02-20,Dr,Electricity  /  Water  &  Utility  Charges,Payment,848.0,0.0,1433.0
2018-02-21,Dr,Electricity  /  Water  &  Utility  Charges,Payment,849.0,0.0,1116.0
2018-02-21,Cr,Collabera  Technologies  Private  Limited,Receipt,163.0,94688.63,0.0
2018-02-21,Dr,Credit  Card  Payout,Payment,850.0,0.0,40000.0
2018-02-26,Dr,March31st  Consulting  LLP,Payment,851.0,0.0,132600.0
2018-02-27,Cr,Harman  Connected  Services  Corp  India  Private  Ltd,Receipt,164.0,41806.8,0.0
2018-02-28,Dr,Credit  Card  Payout,Payment,852.0,0.0,35000.0
2018-02-28,Dr,Interest  on  Overdraft,Payment,853.0,0.0,1463.0
2018-03-01,Dr,Unsecured  Kotak  Loan,Payment,854.0,0.0,75613.0
2018-03-02,Dr,Salary  Payable,Payment,855.0,0.0,2357784.0
2018-03-02,Cr,Convergytics  Solution  Pvt  Ltd,Receipt,165.0,103646.0,0.0
2018-03-06,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,166.0,122457.96,0.0
2018-03-06,Dr,Apartment  EMI,Payment,856.0,0.0,25000.0
2018-03-06,Dr,TDS  on  Salary  (192),Payment,857.0,0.0,63381.0
2018-03-07,Dr,Telephone  and  Internet  Expenses,Payment,858.0,0.0,35000.0
2018-03-08,Dr,Office  Expenses,Payment,859.0,0.0,25000.0
2018-03-09,Cr,Technocrafty  Solutions  LLP,Receipt,167.0,6677.62,0.0
2018-03-13,Cr,Convergytics  Solution  Pvt  Ltd,Receipt,168.0,91800.0,0.0
2018-03-13,Dr,Employee  Contribution  to  ESI,Payment,860.0,0.0,51661.0
2018-03-14,Cr,Collabera  Technologies  Private  Limited,Receipt,169.0,796989.32,0.0
2018-03-14,Cr,RPS  Consulting  Private  Limited,Receipt,170.0,64800.0,0.0
2018-03-15,Cr,Technocrafty  Solutions  LLP,Receipt,171.0,81000.0,0.0
2018-03-15,Dr,Electricity  /  Water  &  Utility  Charges,Payment,861.0,0.0,7708.0
2018-03-16,Dr,Employee  Contribution  to  Provident  Fund,Payment,862.0,0.0,308513.0
2018-03-16,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,863.0,0.0,59243.0
2018-03-16,Dr,Samruddhi  Facility  Management  &  Services,Payment,864.0,0.0,33123.0
2018-03-16,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,172.0,118800.0,0.0
2018-03-17,Dr,Salary  Advance,Payment,865.0,0.0,25000.0
2018-03-19,Dr,Electronic  Cash  Ledger,Payment,866.0,0.0,500000.0
2018-03-20,Dr,Credit  Card  Payout,Payment,867.0,0.0,25000.0
2018-03-20,Dr,Electricity  /  Water  &  Utility  Charges,Payment,868.0,0.0,1494.0
2018-03-20,Dr,Electronic  Cash  Ledger,Payment,869.0,0.0,177152.0
2018-03-20,Dr,Computers,Payment,870.0,0.0,56000.0
2018-03-21,Dr,Electricity  /  Water  &  Utility  Charges,Payment,871.0,0.0,1115.0
2018-03-21,Cr,Convergytics  Solution  Pvt  Ltd,Receipt,173.0,91800.0,0.0
2018-03-21,Cr,Fintellix  Solutions  Pvt.  Ltd  (Formerly  ICreate)_x000D_ 
,Receipt,174.0,1064148.0,0.0
2018-03-22,Cr,KM  Medical  Software,Receipt,175.0,196000.0,0.0
2018-03-23,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,176.0,53651.0,0.0
2018-03-26,Cr,Harman  Connected  Services  Corp  India  Private  Ltd,Receipt,177.0,638244.24,0.0
2018-03-28,Dr,General  Drawings,Payment,872.0,0.0,25000.0
2018-03-28,Dr,Office  Expenses,Payment,873.0,0.0,25000.0
2018-03-28,Dr,Computers,Payment,874.0,0.0,17000.0
2018-03-29,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,178.0,257040.0,0.0
2018-03-29,Cr,KPI  Partners  India  Private.Limited.,Receipt,179.0,20381.0,0.0
2018-03-31,Dr,Credit  Card  Payout,Payment,875.0,0.0,25000.0
2018-03-31,Dr,Interest  on  Overdraft,Payment,876.0,0.0,4317.0
2018-03-31,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,180.0,359640.0,0.0
2018-03-31,Cr,Compassites  Software  Solutions  Pvt  Ltd.,Receipt,181.0,86339.24,0.0
2018-04-01,Dr,Unsecured  Kotak  Loan,Payment,1.0,0.0,75613.0
2018-04-03,Dr,Credit  Card  Payout,Payment,2.0,0.0,25000.0
2018-04-04,Dr,Salary  Payable,Payment,3.0,0.0,2536827.0
2018-04-04,Dr,Rates  &  Taxes,Payment,4.0,0.0,1057.0
2018-04-04,Dr,Rental  Deposit,Payment,5.0,0.0,500000.0
2018-04-04,Dr,General  Drawings,Payment,6.0,0.0,45000.0
2018-04-04,Cr,RPS  Consulting  Private  Limited,Receipt,1.0,91553.0,0.0
2018-04-04,Cr,Tataji  Gandipandala,Receipt,2.0,500000.0,0.0
2018-04-05,Dr,Adamma  Technologies  Ltd,Payment,7.0,0.0,22728.0
2018-04-06,Dr,Telephone  and  Internet  Expenses,Payment,8.0,0.0,35000.0
2018-04-06,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,3.0,90370.86,0.0
2018-04-09,Dr,Apartment  EMI,Payment,9.0,0.0,20000.0
2018-04-11,Cr,Data  Semantics  Private  Limited,Receipt,4.0,200000.0,0.0
2018-04-12,Dr,Venkatramana  Sambari,Payment,10.0,0.0,65454.0
2018-04-12,Dr,Rental  Deposit,Payment,11.0,0.0,500000.0
2018-04-13,Dr,Employee  Contribution  to  Provident  Fund,Payment,12.0,0.0,313671.0
2018-04-13,Cr,Harman  Connected  Services  Corp  India  Private  Ltd,Receipt,5.0,262478.48,0.0
2018-04-13,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,6.0,56160.0,0.0
2018-04-16,Cr,Compassites  Software  Solutions  Pvt  Ltd.,Receipt,7.0,89217.0,0.0
2018-04-16,Dr,Electricity  /  Water  &  Utility  Charges,Payment,13.0,0.0,9965.0
2018-04-17,Dr,Credit  Card  Payout,Payment,14.0,0.0,28000.0
2018-04-17,Dr,Office  Expenses,Payment,15.0,0.0,25000.0
2018-04-17,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,16.0,0.0,59243.0
2018-04-18,Dr,Samruddhi  Facility  Management  &  Services,Payment,17.0,0.0,33123.0
2018-04-18,Dr,Rates  &  Taxes,Payment,18.0,0.0,17700.0
2018-04-18,Dr,General  Drawings,Payment,19.0,0.0,7761.45
2018-04-18,Cr,Fintellix  Solutions  Pvt.  Ltd  (Formerly  ICreate)_x000D_ 
,Receipt,8.0,1082439.0,0.0
2018-04-18,Cr,NDVOR  IT  SOLUTIONS  PRIVATE  LIMITED,Receipt,9.0,86236.82,0.0
2018-04-18,Cr,COOKIE  ANALYTIX  PRIVATE  LIMITED,Receipt,10.0,695577.6,0.0
2018-04-19,Dr,Electricity  /  Water  &  Utility  Charges,Payment,20.0,0.0,1087.0
2018-04-19,Dr,Electronic  Cash  Ledger,Payment,21.0,0.0,815000.0
2018-04-20,Cr,KnowledgeWorks  IT  Consulting  Pvt.  Ltd,Receipt,11.0,43200.0,0.0
2018-04-20,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,12.0,57278.0,0.0
2018-04-22,Dr,Electricity  /  Water  &  Utility  Charges,Payment,22.0,0.0,1115.0
2018-04-24,Cr,KPI  Partners  India  Private.Limited.,Receipt,13.0,51729.0,0.0
2018-04-25,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,14.0,128916.06,0.0
2018-04-26,Dr,TDS  on  Salary  (192),Payment,23.0,0.0,39991.0
2018-04-27,Dr,Monster.Com  India  Pvt  Ltd,Payment,24.0,0.0,31050.0
2018-04-27,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,15.0,695944.74,0.0
2018-04-27,Cr,Collabera  Technologies  Private  Limited,Receipt,16.0,987258.99,0.0
2018-04-27,Cr,RPS  Consulting  Private  Limited,Receipt,17.0,89369.0,0.0
2018-04-30,Dr,Credit  Card  Payout,Payment,25.0,0.0,48000.0
2018-04-30,Dr,Interest  on  Overdraft,Payment,26.0,0.0,5751.0
2018-05-01,Dr,Unsecured  Kotak  Loan,Payment,27.0,0.0,75613.0
2018-05-02,Cr,Convergytics  Solution  Pvt  Ltd,Receipt,18.0,91800.0,0.0
2018-05-03,Dr,Salary  Payable,Payment,28.0,0.0,2493841.0
2018-05-03,Dr,Salary  to  Employees,Payment,29.0,0.0,33654.0
2018-05-03,Dr,Salary  Payable,Payment,30.0,0.0,4967.0
2018-05-03,Dr,Salary  Payable,Payment,31.0,0.0,5846.0
2018-05-03,Dr,Salary  Payable,Payment,32.0,0.0,4967.0
2018-05-03,Dr,Salary  Payable,Payment,33.0,0.0,5163.0
2018-05-03,Dr,Salary  Payable,Payment,34.0,0.0,43301.0
2018-05-03,Dr,Salary  Payable,Payment,35.0,0.0,10636.0
2018-05-03,Dr,Salary  Payable,Payment,36.0,0.0,14511.0
2018-05-03,Dr,Salary  Payable,Payment,37.0,0.0,3288.0
2018-05-03,Cr,RPS  Consulting  Private  Limited,Receipt,19.0,68963.0,0.0
2018-05-04,Dr,Telephone  and  Internet  Expenses,Payment,38.0,0.0,45000.0
2018-05-04,Dr,General  Drawings,Payment,39.0,0.0,10000.0
2018-05-05,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,20.0,30657.96,0.0
2018-05-05,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,21.0,115896.22,0.0
2018-05-05,Cr,General  Drawings,Receipt,22.0,10000.0,0.0
2018-05-07,Dr,TDS  on  Salary  (192),Payment,40.0,0.0,96985.0
2018-05-07,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,23.0,132840.0,0.0
2018-05-08,Dr,General  Drawings,Payment,41.0,0.0,10000.0
2018-05-09,Dr,Sridhar    New  Office  Rent,Payment,42.0,0.0,76833.0
2018-05-10,Dr,Employee  Contribution  to  ESI,Payment,43.0,0.0,52352.0
2018-05-10,Dr,Apartment  EMI,Payment,44.0,0.0,28000.0
2018-05-10,Cr,Collabera  Technologies  Private  Limited,Receipt,24.0,1570985.48,0.0
2018-05-10,Cr,RPS  Consulting  Private  Limited,Receipt,25.0,68510.0,0.0
2018-05-11,Cr,INTSOL  CONSULTANTS  PRIVATE  LIMITED,Receipt,26.0,86400.0,0.0
2018-05-14,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,27.0,55567.0,0.0
2018-05-15,Dr,Employee  Contribution  to  ESI,Payment,45.0,0.0,34918.0
2018-05-15,Dr,Employee  Contribution  to  Provident  Fund,Payment,46.0,0.0,340183.0
2018-05-15,Dr,Credit  Card  Payout,Payment,47.0,0.0,25000.0
2018-05-15,Dr,Samruddhi  Facility  Management  &  Services,Payment,48.0,0.0,33123.0
2018-05-15,Dr,VIJAYALAKSHMI  H  M  -  Rent  A/c,Payment,49.0,0.0,59243.0
2018-05-16,Dr,Electricity  /  Water  &  Utility  Charges,Payment,50.0,0.0,8632.0
2018-05-16,Dr,Office  Expenses,Payment,51.0,0.0,20000.0
2018-05-17,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,28.0,47380.0,0.0
2018-05-18,Cr,Fintellix  Solutions  Pvt.  Ltd  (Formerly  ICreate)_x000D_ 
,Receipt,29.0,1112593.0,0.0
2018-05-18,Cr,Sapiens  Technologies  (1982)  India  Pvt  Ltd  (BLR),Receipt,30.0,377113.22,0.0
2018-05-18,Cr,Compassites  Software  Solutions  Pvt  Ltd.,Receipt,31.0,93511.4,0.0
2018-05-18,Dr,Electronic  Cash  Ledger,Payment,52.0,0.0,500000.0
2018-05-19,Dr,General  Drawings,Payment,53.0,0.0,64000.0
2018-05-20,Dr,Electricity  /  Water  &  Utility  Charges,Payment,54.0,0.0,1074.0
2018-05-21,Dr,Electronic  Cash  Ledger,Payment,55.0,0.0,47409.0
2018-05-21,Cr,Collabera  Technologies  Private  Limited,Receipt,32.0,31418.28,0.0
2018-05-21,Dr,General  Drawings,Payment,56.0,0.0,70000.0
2018-05-21,Cr,General  Drawings,Receipt,33.0,70000.0,0.0
2018-05-23,Dr,Electricity  /  Water  &  Utility  Charges,Payment,57.0,0.0,1115.0
2018-05-24,Dr,General  Drawings,Payment,58.0,0.0,40000.0
2018-05-24,Dr,Salary  Payable,Payment,59.0,0.0,17388.0
2018-05-24,Cr,MetricStream  Infotech  (India)  Pvt  Ltd.,Receipt,34.0,33444.0,0.0
2018-05-28,Cr,Keystone  logic    A  division  of  Zensar  technologies  Ltd.,Receipt,35.0,89495.2,0.0
2018-05-29,Dr,Tuition  Fee,Payment,60.0,0.0,30000.0
2018-05-29,Dr,General  Drawings,Payment,61.0,0.0,30000.0
2018-05-30,Cr,Convergytics  Solution  Pvt  Ltd,Receipt,36.0,91800.0,0.0
2018-05-31,Cr,M/s.Analytics  Quotient  Services  India  Pvt  Ltd.,Receipt,37.0,348462.0,0.0
2018-05-31,Dr,Interest  on  Overdraft,Payment,62.0,0.0,2292.0
2018-06-01,Dr,Unsecured  Kotak  Loan,Payment,63.0,0.0,75613.0
2018-06-02,Dr,Salary  Payable,Payment,64.0,0.0,2663876.0
